2025-07-31 18:13:13 | INFO     | root | [INIT] Logging system initialized
2025-07-31 18:13:13 | INFO     | backend.main | [START] Bybit Trading Bot starting up...
2025-07-31 18:13:13 | INFO     | backend.integrations.bybit_client | 🔗 Initializing Bybit client...
2025-07-31 18:13:13 | INFO     | backend.integrations.bybit_client | ✅ Connected to Bybit demo account (real prices, virtual money)
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.enhanced_signal_processor | 🔧 Enhanced Signal Processor initialized with weighted filtering
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.enhanced_risk_manager | 🛡️ Enhanced Risk Manager initialized with trailing stops
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.enhanced_signal_processor | 🔧 Enhanced Signal Processor initialized with weighted filtering
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.enhanced_risk_manager | 🛡️ Enhanced Risk Manager initialized with trailing stops
2025-07-31 18:13:13 | INFO     | backend.core.strategy_manager | 🎯 StrategyManager инициализирован с режимом: conservative
2025-07-31 18:13:13 | INFO     | backend.core.strategy_manager | 🔧 Улучшенные функции: ВКЛЮЧЕНЫ
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.enhanced_signal_processor | 🔧 Enhanced Signal Processor initialized with weighted filtering
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.core.enhanced_risk_manager | 🛡️ Enhanced Risk Manager initialized with trailing stops
2025-07-31 18:13:13 | INFO     | backend.core.strategy_manager | 🎯 StrategyManager инициализирован с режимом: conservative
2025-07-31 18:13:13 | INFO     | backend.core.strategy_manager | 🔧 Улучшенные функции: ВКЛЮЧЕНЫ
2025-07-31 18:13:13 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-31 18:13:13 | INFO     | backend.main | [TASK] Фоновая задача pair_reversal_watcher_scheduler запущена
2025-07-31 18:13:13 | INFO     | backend.main | [WS] WebSocket логирование настроено
2025-07-31 18:13:13 | INFO     | backend.main | [TASK] Фоновая задача broadcast_live_data запущена
2025-07-31 18:13:13 | INFO     | backend.main | [TASK] Фоновая задача auto_param_adjuster_scheduler запущена
2025-07-31 18:13:13 | INFO     | backend.main | [OK] Trading Bot with Phase 1 Enhancements initialized successfully
2025-07-31 18:13:13 | INFO     | backend.core.trading_engine | 🚀 Trading engine started
2025-07-31 18:13:13 | INFO     | backend.main | [AUTO] Trading started automatically on startup
2025-07-31 18:13:13 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-31 18:13:13 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-31 18:13:14 | INFO     | backend.main | [PairReversalWatcher] BTCUSDT reversal -> short
2025-07-31 18:13:15 | INFO     | backend.main | [PairReversalWatcher] BNBUSDT reversal -> long
2025-07-31 18:13:15 | INFO     | backend.core.trading_engine | 📊 Trading loop started - Mode: conservative, Timeframe: 15m
2025-07-31 18:13:15 | INFO     | backend.core.trading_engine | 📊 Trading pairs from mode config: ['BTC/USDT', 'ETH/USDT', 'SOL/USDT', 'DOGE/USDT', 'XRP/USDT']
2025-07-31 18:13:15 | INFO     | backend.core.trading_engine | 📊 Settings trading pairs (fallback): ['BTCUSDT', 'ETHUSDT', 'SOLUSDT', 'BNBUSDT']
2025-07-31 18:13:15 | INFO     | backend.core.trading_engine | 🔧 [LOOP] Корректируем размеры существующих позиций...
2025-07-31 18:13:15 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-31 18:13:16 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-31 18:13:16 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-31 18:13:16 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-31 18:13:16 | INFO     | backend.core.trading_engine | 🔄 [LOOP] Current trading pairs: ['BTC/USDT', 'ETH/USDT', 'SOL/USDT', 'DOGE/USDT', 'XRP/USDT']
2025-07-31 18:13:20 | INFO     | backend.core.trading_engine | [ATR] BTCUSDT 15m: 330.71 (Слабый)
2025-07-31 18:13:20 | INFO     | backend.core.trading_engine.clean | [ATR] BTCUSDT 15m: 330.71 (Слабый)
2025-07-31 18:13:20 | INFO     | backend.core.trading_engine | BTCUSDT: Buy: 1, Sell: 5, Hold: 8
2025-07-31 18:13:22 | INFO     | backend.core.trading_engine | [ATR] ETHUSDT 15m: 20.94 (Слабый)
2025-07-31 18:13:22 | INFO     | backend.core.trading_engine.clean | [ATR] ETHUSDT 15m: 20.94 (Слабый)
2025-07-31 18:13:22 | INFO     | backend.core.trading_engine | ETHUSDT: Buy: 4, Sell: 5, Hold: 5
2025-07-31 18:13:25 | INFO     | backend.core.trading_engine | [ATR] SOLUSDT 15m: 1.19 (Слабый)
